Id,Title,Price,User_id,profileName,review/score,review/text,review/time
370,Hands-On Machine Learning,74.55,8,User 235,3,insightful comprehensive insightful comprehensive clear dense challenging comprehensive insightful practical comprehensive challenging clear dense insightful dense great great insightful challenging dense,1598911200
371,Python Data Science Handbook,64.73,286,User 477,5,clear great practical practical insightful insightful practical challenging dense challenging practical great comprehensive great insightful insightful practical insightful insightful challenging,1598220000
372,Deep Learning with Python,50.4,442,User 234,5,dense challenging comprehensive practical great clear insightful challenging dense challenging insightful insightful comprehensive insightful insightful dense comprehensive insightful comprehensive,1578265200
373,Hands-On Machine Learning,32.75,341,User 306,3,comprehensive challenging great great challenging dense challenging comprehensive insightful,1595800800
374,Data Pipelines Pocket Reference,54.41,253,User 328,5,great comprehensive dense challenging dense comprehensive insightful great practical comprehensive insightful clear insightful clear clear,1580166000
375,Clean Code,62.24,416,User 412,3,challenging great comprehensive challenging great challenging insightful great challenging comprehensive challenging practical insightful insightful,1594764000
376,Python Data Science Handbook,41.3,231,User 430,1,dense dense comprehensive insightful practical practical great dense challenging great practical clear comprehensive dense comprehensive clear,1590616800
377,Python Data Science Handbook,16.58,473,User 18,4,clear challenging dense challenging insightful comprehensive dense great insightful insightful dense great clear practical practical insightful insightful insightful challenging dense challenging practical dense insightful practical comprehensive insightful clear,1595196000
378,The Pragmatic Programmer,47.0,397,User 470,4,clear dense great comprehensive dense challenging challenging insightful insightful great comprehensive dense clear practical great practical insightful dense insightful comprehensive,1582239600
379,Effective Python,12.83,38,User 136,4,dense challenging great practical dense great practical great comprehensive practical great dense comprehensive challenging challenging insightful insightful dense clear,1602885600
380,Building Microservices,79.9,175,User 8,3,dense comprehensive clear clear insightful challenging dense insightful practical,1596405600
381,Effective Python,20.93,387,User 441,3,insightful great clear insightful comprehensive practical dense clear clear practical comprehensive comprehensive challenging comprehensive dense great challenging great clear great dense challenging challenging dense challenging,1584918000
382,The Pragmatic Programmer,22.57,206,User 104,4,great clear comprehensive great comprehensive dense great comprehensive,1579561200
383,Data Pipelines Pocket Reference,29.45,187,User 287,5,practical challenging practical insightful comprehensive challenging clear practical dense clear dense challenging clear insightful challenging practical clear dense dense challenging challenging dense challenging insightful comprehensive comprehensive,1587247200
384,Designing Data-Intensive Applications,18.62,433,User 98,3,insightful challenging challenging insightful great comprehensive great practical insightful practical challenging clear practical great practical dense challenging clear practical great practical dense dense insightful practical insightful challenging clear challenging,1596837600
